#plate-ifu   agc   sep   dv   mhi   mhilim200   rms
8933-12702           -1      -1.00000      -1.00000      -1.00000        8.8568326       2.25879
8933-12703           -1      -1.00000      -1.00000      -1.00000        8.8725661       1.82427
8933-12704           -1      -1.00000      -1.00000      -1.00000        9.0092143       2.27683
8933-12705           -1      -1.00000      -1.00000      -1.00000        9.0795983       2.60950
8933-1901           -1      -1.00000      -1.00000      -1.00000        9.0272714       2.69515
8933-1902           -1      -1.00000      -1.00000      -1.00000        9.1113585       2.32913
8933-3701           -1      -1.00000      -1.00000      -1.00000        9.0276749       2.33769
8933-3702           -1      -1.00000      -1.00000      -1.00000        8.9790160       2.37227
8933-3703           -1      -1.00000      -1.00000      -1.00000        9.0748813       1.96785
8933-3704           -1      -1.00000      -1.00000      -1.00000        9.1777975       2.31497
8933-6101           -1      -1.00000      -1.00000      -1.00000        9.0794321       2.60581
8933-6102           -1      -1.00000      -1.00000      -1.00000        9.1468812       2.45145
8933-6103           -1      -1.00000      -1.00000      -1.00000        9.0438925       2.42081
8933-6104           -1      -1.00000      -1.00000      -1.00000        8.9600273       1.91914
8933-9101           -1      -1.00000      -1.00000      -1.00000        8.9691327       2.24281
8933-9102           -1      -1.00000      -1.00000      -1.00000        8.9257368       2.30307
8934-12701       234249       12.1465       157.555       10.2000       -1.0000000       2.23628
8934-12702         8134       43.5839       10.9496       9.23000       -1.0000000       2.33928
8934-12703       231856       34.8183       16.2832       9.95000       -1.0000000       2.10470
8934-12704           -1      -1.00000      -1.00000      -1.00000        8.9072779       1.80005
8934-12705           -1      -1.00000      -1.00000      -1.00000        9.0303169       2.01321
8934-1901           -1      -1.00000      -1.00000      -1.00000        9.0877303       2.07453
8934-1902           -1      -1.00000      -1.00000      -1.00000        8.7407247       1.80983
8934-3701           -1      -1.00000      -1.00000      -1.00000        8.7472220       2.37533
8934-3702           -1      -1.00000      -1.00000      -1.00000        8.9491964       2.37661
8934-3703           -1      -1.00000      -1.00000      -1.00000        9.0693178       2.36105
8934-3704           -1      -1.00000      -1.00000      -1.00000        9.1874567       2.64759
8934-6101           -1      -1.00000      -1.00000      -1.00000        8.8384847       2.01428
8934-6102           -1      -1.00000      -1.00000      -1.00000        8.7878428       2.24414
8934-6103           -1      -1.00000      -1.00000      -1.00000        8.9904184       1.99790
8934-6104           -1      -1.00000      -1.00000      -1.00000        9.1016788       2.08779
8934-9101           -1      -1.00000      -1.00000      -1.00000        9.0064211       2.48826
8934-9102           -1      -1.00000      -1.00000      -1.00000        8.8566504       2.14990
8935-12701           -1      -1.00000      -1.00000      -1.00000        9.0615149       2.01851
8935-12702           -1      -1.00000      -1.00000      -1.00000        8.9825623       1.93474
8935-12703           -1      -1.00000      -1.00000      -1.00000        9.0999651       2.09778
8935-12704       725355       39.0989       24.8659       9.16000       -1.0000000       2.06189
8935-12705           -1      -1.00000      -1.00000      -1.00000        8.8958206       1.95016
8935-1901           -1      -1.00000      -1.00000      -1.00000        8.8990258       2.15488
8935-1902           -1      -1.00000      -1.00000      -1.00000        8.9513279       1.73317
8935-3701           -1      -1.00000      -1.00000      -1.00000        9.0006637       2.30055
8935-3702           -1      -1.00000      -1.00000      -1.00000        8.9234561       2.02711
8935-3703           -1      -1.00000      -1.00000      -1.00000        8.9743807       2.05142
8935-3704       732410       49.2318       6.34494       9.91000       -1.0000000       2.52020
8935-6101           -1      -1.00000      -1.00000      -1.00000        8.9416871       2.27582
8935-6102           -1      -1.00000      -1.00000      -1.00000        8.9281660       1.83741
8935-6103           -1      -1.00000      -1.00000      -1.00000        9.1815754       2.54544
8935-6104           -1      -1.00000      -1.00000      -1.00000        9.0313055       2.34416
8935-9101           -1      -1.00000      -1.00000      -1.00000        8.9291178       2.13751
8935-9102           -1      -1.00000      -1.00000      -1.00000        8.9088577       1.91694
8936-12702           -1      -1.00000      -1.00000      -1.00000        9.8479493       2.50167
8936-12703         4064       16.1865       3.49292       9.40000       -1.0000000       2.48345
8936-12704       171799       37.4436       6.27346       9.45000       -1.0000000       2.52126
8936-12705           -1      -1.00000      -1.00000      -1.00000        10.056995       3.30654
8936-1901           -1      -1.00000      -1.00000      -1.00000        9.9038310       2.75255
8936-1902           -1      -1.00000      -1.00000      -1.00000        9.0848498       2.46305
8936-3701           -1      -1.00000      -1.00000      -1.00000        10.299941       2.69597
8936-3703           -1      -1.00000      -1.00000      -1.00000        8.6627369       2.42870
8936-3704           -1      -1.00000      -1.00000      -1.00000        9.4770369       2.69322
8936-6101           -1      -1.00000      -1.00000      -1.00000        9.1695375       2.41456
8936-6102           -1      -1.00000      -1.00000      -1.00000        9.9035911       2.64031
8936-6103           -1      -1.00000      -1.00000      -1.00000        10.524668       2.70161
8936-6104       170906       9.97159      0.152000       9.34000       -1.0000000       2.40212
8936-9101           -1      -1.00000      -1.00000      -1.00000        9.1670388       2.54131
8936-9102           -1      -1.00000      -1.00000      -1.00000        9.9636062       2.70607
8937-12701         4032       6.18690       2.94098       10.1600       -1.0000000       2.48659
8937-12702           -1      -1.00000      -1.00000      -1.00000        10.129946       3.80579
8937-12703           -1      -1.00000      -1.00000      -1.00000        9.6622036       2.53767
8937-12704         4084       13.5774       1.85232       9.59000       -1.0000000       2.45382
8937-1901       731295       53.2866       60.9878       9.09000       -1.0000000       2.41135
8937-1902           -1      -1.00000      -1.00000      -1.00000        9.0648502       2.60660
8937-3701           -1      -1.00000      -1.00000      -1.00000        9.1846219       2.33599
8937-3702           -1      -1.00000      -1.00000      -1.00000        9.2026768       2.53347
8937-3703           -1      -1.00000      -1.00000      -1.00000        10.405808       2.79959
8937-3704           -1      -1.00000      -1.00000      -1.00000        9.2071738       2.44884
8937-6101           -1      -1.00000      -1.00000      -1.00000        9.9600923       2.94831
8937-6102       172081       1.69686       4.35422       9.04000       -1.0000000       2.68229
8937-6103       172105       11.5429       7.41282       8.98000       -1.0000000       2.51899
8937-6104           -1      -1.00000      -1.00000      -1.00000        9.7554064       2.71227
8937-9101           -1      -1.00000      -1.00000      -1.00000        9.1786864       2.36411
8937-9102           -1      -1.00000      -1.00000      -1.00000        9.6349246       2.92743
8938-12701           -1      -1.00000      -1.00000      -1.00000        9.8365955       2.84399
8938-12702       180003       35.6090       1.52036       10.1700       -1.0000000       2.48330
8938-12703           -1      -1.00000      -1.00000      -1.00000        10.129472       2.74309
8938-12704           -1      -1.00000      -1.00000      -1.00000        9.4452600       2.43592
8938-12705           -1      -1.00000      -1.00000      -1.00000        8.6004619       2.40443
8938-1901           -1      -1.00000      -1.00000      -1.00000        9.5704599       2.83588
8938-1902           -1      -1.00000      -1.00000      -1.00000        9.7288978       2.87157
8938-3701           -1      -1.00000      -1.00000      -1.00000        9.6487314       2.46263
8938-3702           -1      -1.00000      -1.00000      -1.00000        9.8665459       2.57600
8938-3703       182831       77.5013      0.384420       9.60000       -1.0000000       2.54423
8938-3704           -1      -1.00000      -1.00000      -1.00000        10.680898       2.68197
8938-6101           -1      -1.00000      -1.00000      -1.00000        9.5467115       2.40318
8938-6102           -1      -1.00000      -1.00000      -1.00000        9.6794183       2.69405
